Probe	Ensembl	chromosome_name
RUFY1_IL2844082	ENSG00000176783	5
BASP1_IL2803329	ENSG00000176788	5
VSIG10_IL3473750	ENSG00000176834	12
METRNL_IL3739431	ENSG00000176845	17
FAM91A1_IL3114358	ENSG00000176853	8
WSB2_IL3473727	ENSG00000176871	12
GRIN1_IL3195238	ENSG00000176884	9
TYMS_IL3775842	ENSG00000176890	18
PXMP2_IL3439178	ENSG00000176894	12
PNMA1_IL3571542	ENSG00000176903	14
MAMSTR_IL3867326	ENSG00000176909	19
C8G_IL3194969	ENSG00000176919	9
EFCAB5_IL3716259	ENSG00000176927	17
GCNT4_IL2862841	ENSG00000176928	5
FAM89B_IL3335338	ENSG00000176973	11
SHMT1_IL3748323	ENSG00000176974	17
DPP7_IL3230811	ENSG00000176978	9
FUT11_IL3251848	ENSG00000176986	10
SMCR8_IL3713195	ENSG00000176994	17
MTHFR_IL2396817	ENSG00000177000	1
C19orf18_IL3872584	ENSG00000177025	19
DEAF1_IL3358262	ENSG00000177030	11
TMEM80_IL3316126	ENSG00000177042	11
FBXO46_IL3865586	ENSG00000177051	19
ZDHHC13_IL3322958	ENSG00000177054	11
SLC38A9_IL2857301	ENSG00000177058	5
ACER2_IL3164312	ENSG00000177076	9
WDR73_IL3636956	ENSG00000177082	15
POLE_IL3479181	ENSG00000177084	12
SCN4B_IL3393622	ENSG00000177098	11
DSCAML1_IL3393311	ENSG00000177103	11
RHOG_IL3360006	ENSG00000177105	11
EPS8L2_IL3316149	ENSG00000177106	11
ZBTB34_IL3189601	ENSG00000177125	9
TALDO1_IL3316208	ENSG00000177156	11
ULK1_IL3438527	ENSG00000177169	12
B3GNT8_IL3863079	ENSG00000177191	19
PUS1_IL3438581	ENSG00000177192	12
CHD9_IL3660858	ENSG00000177200	16
PDDC1_IL3358361	ENSG00000177225	11
MAN1B1_IL3195174	ENSG00000177239	9
KCNA3_IL2427619	ENSG00000177272	1
FBXO39_IL3708099	ENSG00000177294	17
KCNA2_IL2427566	ENSG00000177301	1
TOP3A_IL3748262	ENSG00000177302	17
CASKIN2_IL3770799	ENSG00000177303	17
C8orf31_IL3119376	ENSG00000177335	8
TIMM22_IL3705641	ENSG00000177370	17
HIC1_IL3706113	ENSG00000177374	17
PPFIA3_IL3838254	ENSG00000177380	19
MAGEF1_IL2708610	ENSG00000177383	3
SAMD9L_IL3061456	ENSG00000177409	7
PAWR_IL3463522	ENSG00000177425	12
TGIF1_IL3776504	ENSG00000177426	18
NAP1L5_IL2777447	ENSG00000177432	4
CD19_IL3655109	ENSG00000177455	16
NR2C2_IL2612175	ENSG00000177463	3
ACOT4_IL3543714	ENSG00000177465	14
PTRF_IL3757917	ENSG00000177469	17
ARIH2_IL2621827	ENSG00000177479	3
RBM44_IL2534483	ENSG00000177483	2
IRX1_IL2799758	ENSG00000177508	16
RPRM_IL2581726	ENSG00000177519	2
SLC25A22_IL3358401	ENSG00000177542	11
RABEP2_IL3686750	ENSG00000177548	16
ATOX1_IL2882196	ENSG00000177556	5
TBL1XR1_IL2706297	ENSG00000177565	3
SAMD12_IL3150289	ENSG00000177570	8
CD163_IL3442706	ENSG00000177575	12
C18orf32_IL3807474	ENSG00000177576	18
ZNF491_IL3821392	ENSG00000177599	19
GSG2_IL3706753	ENSG00000177602	17
JUN_IL2415084	ENSG00000177606	1
CSTF2T_IL3289631	ENSG00000177613	10
PGBD5_IL2460189	ENSG00000177614	1
GBA_IL2437247	ENSG00000177628	1
ACAD9_IL2641341	ENSG00000177646	3
CECR7_IL3936009	ENSG00000177663	22
PNPLA2_IL3316287	ENSG00000177666	11
AGTRAP_IL2320411	ENSG00000177674	1
CD163L1_IL3442641	ENSG00000177675	12
THAP5_IL3067644	ENSG00000177683	7
DNAJC28_IL3929705	ENSG00000177692	21
CD151_IL3316344	ENSG00000177697	11
POLR2L_IL3358492	ENSG00000177700	11
PVRL3_IL2635641	ENSG00000177707	3
KIAA0195_IL3734797	ENSG00000177728	17
FLII_IL3748188	ENSG00000177731	17
SOX12_IL3873142	ENSG00000177732	20
HNRNPA0_IL2877141	ENSG00000177733	5
ZCCHC3_IL3873102	ENSG00000177764	
KCNJ10_IL2439960	ENSG00000177807	1
CHID1_IL3358538	ENSG00000177830	11
ZNF620_IL2618702	ENSG00000177842	3
CCDC23_IL2409069	ENSG00000177868	1
ZNF619_IL2618665	ENSG00000177873	3
AP3S1_IL2824872	ENSG00000177879	5
GRB2_IL3770743	ENSG00000177885	17
ZBTB41_IL2449619	ENSG00000177888	1
UBE2N_IL3465791	ENSG00000177889	12
ZNF354C_IL2843935	ENSG00000177932	5
MAMDC4_IL3194832	ENSG00000177943	9
CENPBD1_IL3705135	ENSG00000177946	16
ODF3_IL3315487	ENSG00000177947	11
RIC8A_IL3315512	ENSG00000177963	11
IMP3_IL3633550	ENSG00000177971	15
ASB8_IL3453036	ENSG00000177981	12
ODF3B_IL3966000	ENSG00000177989	22
DPY19L2_IL3459801	ENSG00000177990	12
GPR150_IL2820884	ENSG00000178015	5
DMAP1_IL2333794	ENSG00000178028	1
IMPDH2_IL2673873	ENSG00000178035	3
ALS2CL_IL2672230	ENSG00000178038	3
MLF1_IL2649609	ENSG00000178053	3
C2orf69_IL2521997	ENSG00000178074	2
GRAMD1C_IL2636626	ENSG00000178075	3
STAP2_IL3846709	ENSG00000178078	19
TSSK6_IL3855795	ENSG00000178093	19
BOLA1_IL2357961	ENSG00000178096	1
PDE4DIP_IL2431886	ENSG00000178104	1
DDX10_IL3347831	ENSG00000178105	11
ZNF114_IL3837707	ENSG00000178150	19
ZNF366_IL2862019	ENSG00000178175	5
NCAPG_IL2720251	ENSG00000178177	4
PARD6G_IL3814791	ENSG00000178184	18
SH2B1_IL3655012	ENSG00000178188	16
ZNF772_IL3872274	ENSG00000178201	19
KDELC2_IL3390180	ENSG00000178202	11
PLEC_IL3157901	ENSG00000178209	8
SH2D4B_IL3254609	ENSG00000178217	10
RNF212_IL2756892	ENSG00000178222	4
PRSS36_IL3688270	ENSG00000178226	16
ZNF543_IL3843058	ENSG00000178229	19
GALNT11_IL3032243	ENSG00000178234	7
DALRD3_IL2673830	ENSG00000178252	3
GEN1_IL2471316	ENSG00000178295	2
AQP11_IL3341362	ENSG00000178301	11
TMEM11_IL3749767	ENSG00000178307	17
KCNG2_IL3795403	ENSG00000178342	18
ZFAND2A_IL3035135	ENSG00000178381	7
ZNF223_IL3835372	ENSG00000178386	19
NT5DC1_IL2922521	ENSG00000178425	6
GLDC_IL3197955	ENSG00000178445	9
P4HTM_IL2621881	ENSG00000178467	3
DTX3_IL3418329	ENSG00000178498	12
KLHL11_IL3757423	ENSG00000178502	17
SLC25A20_IL2673773	ENSG00000178537	3
CA8_IL3137120	ENSG00000178538	8
CD28_IL2523801	ENSG00000178562	2
EPM2AIP1_IL2669157	ENSG00000178567	3
MAF_IL3701000	ENSG00000178573	16
CTNNBIP1_IL2395965	ENSG00000178585	1
ERN1_IL3766651	ENSG00000178607	17
GPR35_IL2535927	ENSG00000178623	2
ZNF713_IL3003107	ENSG00000178665	7
PARP10_IL3158011	ENSG00000178685	8
SUZ12_IL3717395	ENSG00000178691	17
NSUN3_IL2632491	ENSG00000178694	3
KCTD12_IL3518418	ENSG00000178695	13
DHFRL1_IL2685354	ENSG00000178700	3
RPP25_IL3633236	ENSG00000178718	15
GRINA_IL3119945	ENSG00000178719	8
THBD_IL3901041	ENSG00000178726	20
COX5A_IL3633221	ENSG00000178741	15
ZHX2_IL3113894	ENSG00000178764	8
CPNE7_IL3674199	ENSG00000178773	16
CD300LB_IL3770290	ENSG00000178789	17
MPI_IL3601955	ENSG00000178802	15
OPLAH_IL3158060	ENSG00000178814	8
TMEM139_IL3029016	ENSG00000178826	7
MSC_IL3140213	ENSG00000178860	8
APOLD1_IL3405515	ENSG00000178878	12
EXOSC4_IL3120008	ENSG00000178896	8
DPY19L3_IL3828949	ENSG00000178904	19
TAF7_IL2878622	ENSG00000178913	5
PFAS_IL3709540	ENSG00000178921	17
HYI_IL2409368	ENSG00000178922	1
C17orf62_IL3775038	ENSG00000178927	17
ZNF552_IL3872441	ENSG00000178935	19
GAK_IL2756673	ENSG00000178950	4
ZBTB7A_IL3846594	ENSG00000178951	19
TUFM_IL3686728	ENSG00000178952	16
RMI1_IL3176999	ENSG00000178966	9
FBXO34_IL3536786	ENSG00000178974	14
ABT1_IL2899519	ENSG00000178977	17
SEPW1_IL3837504	ENSG00000178980	19
EIF3K_IL3832616	ENSG00000178982	19
MRFAP1L1_IL2759303	ENSG00000178988	4
SNX18_IL2809628	ENSG00000178996	5
AURKB_IL3744263	ENSG00000178999	17
MRFAP1_IL2717049	ENSG00000179010	4
C3orf38_IL2632051	ENSG00000179021	3
KLHDC7A_IL2323285	ENSG00000179023	1
TMEM107_IL3744229	ENSG00000179029	17
RCC2_IL2398894	ENSG00000179051	1
DPM3_IL2437086	ENSG00000179085	1
C12orf42_IL3468610	ENSG00000179088	12
CYC1_IL3120051	ENSG00000179091	8
PER1_IL3744150	ENSG00000179094	17
TMTC2_IL3424442	ENSG00000179104	12
HES7_IL3744127	ENSG00000179111	17
FARSA_IL3851868	ENSG00000179115	19
SPTY2D1_IL3365525	ENSG00000179119	11
SAMD4B_IL3832918	ENSG00000179134	19
GIMAP7_IL3031517	ENSG00000179144	7
ALOXE3_IL3744094	ENSG00000179148	17
EDC3_IL3633048	ENSG00000179151	15
FUCA1_IL2401643	ENSG00000179163	1
GGN_IL3861352	ENSG00000179168	19
ZNF664_IL3436236	ENSG00000179195	12
CALR_IL3822049	ENSG00000179218	19
LDLRAD3_IL3326950	ENSG00000179241	11
CDH4_IL3892067	ENSG00000179242	20
RAD23A_IL3822074	ENSG00000179262	19
GADD45GIP1_IL3851911	ENSG00000179271	19
PTPN11_IL3432333	ENSG00000179295	12
NSUN7_IL2724853	ENSG00000179299	4
WSCD1_IL3707812	ENSG00000179314	17
CLK3_IL3601741	ENSG00000179335	15
GATA2_IL2694314	ENSG00000179348	3
ARID3B_IL3601675	ENSG00000179361	15
PACS2_IL3554622	ENSG00000179364	14
ELMOD2_IL2745067	ENSG00000179387	4
EGR3_IL3127584	ENSG00000179388	8
C1orf101_IL2388960	ENSG00000179397	1
GEMIN4_IL3739812	ENSG00000179409	17
KLHL28_IL3562671	ENSG00000179454	14
MKRN3_IL3584096	ENSG00000179455	15
ALOX12B_IL3744072	ENSG00000179477	17
SHARPIN_IL3158114	ENSG00000179526	8
LBX2_IL2560178	ENSG00000179528	2
DNHD1_IL3318844	ENSG00000179532	11
GCC1_IL3071285	ENSG00000179562	7
CIITA_IL3647993	ENSG00000179583	16
ZFPM1_IL3673369	ENSG00000179588	16
ALOX15B_IL3709417	ENSG00000179593	17
CDC42EP4_IL3770029	ENSG00000179604	17
MAF1_IL3120066	ENSG00000179632	8
FCER1A_IL2362537	ENSG00000179639	1
APOBEC3B_IL3945545	ENSG00000179750	22
PIPOX_IL3715935	ENSG00000179761	17
ASPRV1_IL2558355	ENSG00000179818	2
MYADM_IL3841076	ENSG00000179820	19
SERTAD2_IL2556529	ENSG00000179833	2
RBM15B_IL2623154	ENSG00000179837	
AKAP5_IL3540068	ENSG00000179841	14
GIPC3_IL3817072	ENSG00000179855	19
CITED4_IL2408437	ENSG00000179862	1
ABCA13_IL3000984	ENSG00000179869	7
TIGD5_IL3119708	ENSG00000179886	8
ZNF154_IL3872380	ENSG00000179909	19
R3HDM2_IL3458451	ENSG00000179912	12
B3GNT3_IL3824596	ENSG00000179913	19
ITLN1_IL2440413	ENSG00000179914	1
NRXN1_IL2552643	ENSG00000179915	2
SEPHS2_IL3687803	ENSG00000179918	16
GPBAR1_IL2527655	ENSG00000179921	2
ZNF784_IL3871609	ENSG00000179922	19
ACIN1_IL3557106	ENSG00000179933	14
BBS10_IL3462930	ENSG00000179941	12
FIZ1_IL3871576	ENSG00000179943	19
PUF60_IL3157817	ENSG00000179950	8
DCTPP1_IL3687789	ENSG00000179958	16
ZNF771_IL3656191	ENSG00000179965	16
CRIPAK_IL2714818	ENSG00000179979	
TSHZ1_IL3794056	ENSG00000179981	18
SOCS4_IL3536650	ENSG00000180008	14
ZADH2_IL3813604	ENSG00000180011	18
ZNF48_IL3656178	ENSG00000180035	16
C10orf91_IL3272148	ENSG00000180066	10
ANKRD18A_IL3205834	ENSG00000180071	9
TMEM86B_IL3871242	ENSG00000180089	19
SEPT1_IL3687752	ENSG00000180096	16
TRNAU1AP_IL2327542	ENSG00000180098	1
EXOC3_IL2798679	ENSG00000180104	5
PLA2G7_IL2955827	ENSG00000180113	6
CSNK1A1L_IL3509986	ENSG00000180138	13
LYNX1_IL3157147	ENSG00000180155	8
FAHD1_IL3644191	ENSG00000180185	16
MYLPF_IL3656151	ENSG00000180209	16
PRKRA_IL2589214	ENSG00000180228	2
WIPF3_IL2995076	ENSG00000180233	7
FGD6_IL3466369	ENSG00000180263	12
OAZ2_IL3629206	ENSG00000180304	15
PNPLA1_IL2905025	ENSG00000180316	6
CCDC43_IL3759305	ENSG00000180329	17
FZD2_IL3723005	ENSG00000180340	17
TIGD2_IL2735598	ENSG00000180346	4
HCLS1_IL2691668	ENSG00000180353	3
ATP5E_IL3911795	ENSG00000180389	13
MCFD2_IL2551786	ENSG00000180398	2
HARBI1_IL3371660	ENSG00000180423	11
C11orf71_IL3392044	ENSG00000180425	11
GAS1_IL3213120	ENSG00000180447	9
HMHA1_IL3815493	ENSG00000180448	19
ZNF571_IL3860924	ENSG00000180479	19
GLIPR1L2_IL3422826	ENSG00000180481	12
KCNE1_IL3930212	ENSG00000180509	21
NRIP1_IL3925639	ENSG00000180530	21
BHLHA15_IL3014227	ENSG00000180535	7
RNF182_IL2895792	ENSG00000180537	6
TSPYL5_IL3145801	ENSG00000180543	8
FUT7_IL3230689	ENSG00000180549	9
HIST1H2AC_IL2899152	ENSG00000180573	6
PCGF5_IL3257670	ENSG00000180628	10
PRF1_IL3293435	ENSG00000180644	10
SHISA2_IL3506398	ENSG00000180730	13
S1PR5_IL3850406	ENSG00000180739	19
GPR157_IL2395626	ENSG00000180758	1
PIPSL_IL3300869	ENSG00000180764	10
CHST13_IL2640449	ENSG00000180767	3
SLC36A4_IL3386638	ENSG00000180773	11
ZDHHC20_IL3504691	ENSG00000180776	13
ZFP3_IL3707481	ENSG00000180787	17
PPA1_IL3293280	ENSG00000180817	10
MAP6D1_IL2708203	ENSG00000180834	3
GREM2_IL2463173	ENSG00000180875	1
C11orf42_IL3318595	ENSG00000180878	11
CAPS2_IL3462630	ENSG00000180881	12
ZNF792_IL3859622	ENSG00000180884	19
CUEDC1_IL3764022	ENSG00000180891	17
SCRIB_IL3157751	ENSG00000180900	8
KCTD2_IL3734609	ENSG00000180901	17
D2HGDH_IL2536800	ENSG00000180902	2
OXTR_IL2661992	ENSG00000180914	3
FAM83H_IL3157722	ENSG00000180921	8
ZNF572_IL3114820	ENSG00000180938	8
PITPNB_IL3956290	ENSG00000180957	22
SNAP23_IL3591006	ENSG00000180979	15
MRPL14_IL2955025	ENSG00000180992	6
C1orf105_IL2367495	ENSG00000180999	1
BBS12_IL2742093	ENSG00000181004	4
ZFP82_IL3860410	ENSG00000181007	19
NQO1_IL3696666	ENSG00000181019	16
AEN_IL3607232	ENSG00000181026	15
FKRP_IL3836903	ENSG00000181027	19
RPH3AL_IL3739521	ENSG00000181031	17
SLC25A42_IL3825523	ENSG00000181035	19
FCRL6_IL2362723	ENSG00000181036	1
SLC26A11_IL3737242	ENSG00000181045	17
CCDC109B_IL2739160	ENSG00000181061	3
OR52N4_IL3318500	ENSG00000181074	11
EHMT1_IL3195400	ENSG00000181090	9
F2R_IL2816459	ENSG00000181104	5
HCG4_IL2948024	ENSG00000181126	6
ZNF707_IL3119765	ENSG00000181135	8
NPM1_IL2840616	ENSG00000181163	5
DHTKD1_IL3235373	ENSG00000181192	10
ZNF746_IL3078520	ENSG00000181220	7
POLR2A_IL3708704	ENSG00000181222	17
SLC25A41_IL3847858	ENSG00000181240	19
TMEM136_IL3352485	ENSG00000181264	11
FRAT2_IL3302229	ENSG00000181274	10
TMEM102_IL3708619	ENSG00000181284	17
TMEM132E_IL3718236	ENSG00000181291	17
ZNF467_IL3078774	ENSG00000181444	7
ZNF678_IL2383524	ENSG00000181450	1
TMEM45A_IL2633691	ENSG00000181458	3
RAP2B_IL2648378	ENSG00000181467	3
ZBTB2_IL2979679	ENSG00000181472	6
RNF135_IL3716993	ENSG00000181481	17
ACBD4_IL3723317	ENSG00000181513	17
SGSH_IL3773340	ENSG00000181523	17
SETD2_IL2672532	ENSG00000181555	3
TMIE_IL2620985	ENSG00000181585	3
MEX3D_IL3845296	ENSG00000181588	19
MRPS23_IL3764002	ENSG00000181610	17
GPR135_IL3566910	ENSG00000181619	14
P2RY13_IL2701071	ENSG00000181631	3
ZFP41_IL3119450	ENSG00000181638	8
ATG9B_IL3079257	ENSG00000181652	7
GPR88_IL2348962	ENSG00000181656	1
HKR1_IL3831831	ENSG00000181666	19
PLAG1_IL3136178	ENSG00000181690	8
POLQ_IL2691575	ENSG00000181704	X
ZBTB20_IL2689516	ENSG00000181722	3
C3orf58_IL2646327	ENSG00000181744	3
C5orf30_IL2822492	ENSG00000181751	5
AMIGO1_IL2427117	ENSG00000181754	1
GPR3_IL2327045	ENSG00000181773	1
SIAH2_IL2700828	ENSG00000181788	3
BAI1_IL3119017	ENSG00000181790	8
SLC9A9_IL2699145	ENSG00000181804	3
LSM10_IL2406722	ENSG00000181817	1
RELL1_IL2765865	ENSG00000181826	4
RFX7_IL3625674	ENSG00000181827	15
SLC35C1_IL3329018	ENSG00000181830	11
TIGIT_IL2636786	ENSG00000181847	3
RNF41_IL3457523	ENSG00000181852	12
SLC2A4_IL3708399	ENSG00000181856	17
CLDN7_IL3743551	ENSG00000181885	17
ZNF329_IL3872733	ENSG00000181894	19
ZNF101_IL3825911	ENSG00000181896	19
C5orf24_IL2829542	ENSG00000181904	5
ADO_IL3248824	ENSG00000181915	10
PRKAG1_IL3453556	ENSG00000181929	12
GINS3_IL3663228	ENSG00000181938	16
OR52K2_IL3318115	ENSG00000181963	11
CCDC149_IL2763912	ENSG00000181982	4
MRPS11_IL3607183	ENSG00000181991	15
RTKN2_IL3291435	ENSG00000182010	10
PNMAL1_IL3865998	ENSG00000182013	19
IDH2_IL3638760	ENSG00000182054	15
WRB_IL3921391	ENSG00000182093	21
BMP8B_IL2408062	ENSG00000182109	
NOP10_IL3617403	ENSG00000182117	15
FAM89A_IL2460422	ENSG00000182118	1
TDRKH_IL2435218	ENSG00000182134	1
MRPL41_IL3195344	ENSG00000182154	9
CREB3L2_IL3075136	ENSG00000182158	7
TSEN54_IL3734865	ENSG00000182173	17
RGMA_IL3639601	ENSG00000182175	15
UBA7_IL2674762	ENSG00000182179	3
MRPS16_IL3294348	ENSG00000182180	10
FAM159A_IL2336456	ENSG00000182183	1
ARL6IP4_IL3435681	ENSG00000182196	12
EXT1_IL3150060	ENSG00000182197	8
SHMT2_IL3418007	ENSG00000182199	12
MOB2_IL3358809	ENSG00000182208	11
HHIPL1_IL3551407	ENSG00000182218	14
CYB5D1_IL3709213	ENSG00000182224	17
FAM153B_IL2889241	ENSG00000182230	
BACE2_IL3921933	ENSG00000182240	21
UBE2E2_IL2613880	ENSG00000182247	3
SYNM_IL3610982	ENSG00000182253	15
B4GALNT4_IL3315712	ENSG00000182272	11
C8orf33_IL3121023	ENSG00000182307	8
ZSCAN22_IL3843947	ENSG00000182318	19
KCNJ14_IL3837825	ENSG00000182324	19
FBXL6_IL3158478	ENSG00000182325	8
C1S_IL3403168	ENSG00000182326	12
KBTBD3_IL3389566	ENSG00000182359	11
CLN8_IL3082824	ENSG00000182372	8
NXPH4_IL3417988	ENSG00000182379	12
CACNB4_IL2581349	ENSG00000182389	2
TRAPPC6B_IL3562003	ENSG00000182400	14
PGBD4_IL3588062	ENSG00000182405	15
NPLOC4_IL3774029	ENSG00000182446	17
TSHZ2_IL3889624	ENSG00000182463	20
CAPN12_IL3861503	ENSG00000182472	19
ZACN_IL3735392	ENSG00000182473	17
ORAI1_IL3434888	ENSG00000182500	
CEP97_IL2634027	ENSG00000182504	3
FES_IL3608427	ENSG00000182511	15
GLRX5_IL3550077	ENSG00000182512	14
MXRA7_IL3771744	ENSG00000182534	17
LIMK2_IL3942838	ENSG00000182541	22
MFSD5_IL3415849	ENSG00000182544	12
ADI1_IL2538600	ENSG00000182551	2
SPNS3_IL3706950	ENSG00000182557	17
CLEC4G_IL3848525	ENSG00000182566	19
SATB1_IL2665199	ENSG00000182568	3
CSF1R_IL2881187	ENSG00000182578	5
EPHB3_IL2655845	ENSG00000182580	3
C2orf82_IL2532626	ENSG00000182600	2
TRAK1_IL2619120	ENSG00000182606	3
TSPAN10_IL3738081	ENSG00000182612	17
PLCB1_IL3875642	ENSG00000182621	20
SKA2_IL3764738	ENSG00000182628	17
NDN_IL3613725	ENSG00000182636	15
TTC3_IL3920385	ENSG00000182670	21
PGP_IL3676610	ENSG00000182685	16
ANXA2_IL3627248	ENSG00000182718	15
RGS6_IL3543026	ENSG00000182732	14
HOXB3_IL3761313	ENSG00000182742	17
PAQR7_IL2402431	ENSG00000182749	1
NGRN_IL3607998	ENSG00000182768	15
C1orf116_IL2453065	ENSG00000182795	1
MMP19_IL3457275	ENSG00000182796	12
CRIP2_IL3554818	ENSG00000182809	14
DDX28_IL3696194	ENSG00000182810	16
ACBD3_IL2458701	ENSG00000182827	1
C16orf72_IL3647632	ENSG00000182831	16
VMO1_IL3742304	ENSG00000182853	17
ALG12_IL3965393	ENSG00000182858	22
LCK_IL2328841	ENSG00000182866	1
GALNT9_IL3479015	ENSG00000182870	12
SLC19A1_IL3935016	ENSG00000182871	21
GPR97_IL3662851	ENSG00000182885	16
RGS7_IL2463227	ENSG00000182901	1
SLC25A18_IL3936224	ENSG00000182902	22
ZNF721_IL2756404	ENSG00000182903	4
C21orf90_IL3923811	ENSG00000182912	21
C11orf54_IL3344861	ENSG00000182919	11
CEP63_IL2643530	ENSG00000182923	3
SRPR_IL3396916	ENSG00000182934	11
EWSR1_IL3941907	ENSG00000182944	22
HMGN4_IL2899506	ENSG00000182952	6
SPATA13_IL3481543	ENSG00000182957	13
CNOT10_IL2616018	ENSG00000182973	3
CADM1_IL3392332	ENSG00000182985	11
ZNF611_IL3869714	ENSG00000182986	19
C12orf60_IL3406195	ENSG00000182993	12
NAA38_IL3743962	ENSG00000183011	17
AP2A2_IL3316447	ENSG00000183020	11
SLC8A1_IL2549565	ENSG00000183023	2
ABAT_IL3647421	ENSG00000183044	16
CAMK1D_IL3235516	ENSG00000183049	10
LYSMD4_IL3641560	ENSG00000183060	15
WBP2NL_IL3947258	ENSG00000183066	22
GAS6_IL3502829	ENSG00000183087	13
NEB_IL2581000	ENSG00000183091	2
BEGAIN_IL3579610	ENSG00000183092	14
LYPD4_IL3863263	ENSG00000183103	
ARHGEF37_IL2835166	ENSG00000183111	5
CSMD1_IL3121751	ENSG00000183117	8
GPR19_IL3445028	ENSG00000183150	12
RABIF_IL2451419	ENSG00000183155	1
TMEM119_IL3470503	ENSG00000183160	12
RUVBL2_IL3838118	ENSG00000183207	19
C21orf67_IL3934785	ENSG00000183250	21
PTTG1IP_IL3934695	ENSG00000183255	21
PLG_IL2934682	ENSG00000183281	2
DAZAP2_IL3414846	ENSG00000183283	12
SEP15_IL2421271	ENSG00000183291	1
CECR6_IL3951719	ENSG00000183307	22
ZNF623_IL3119735	ENSG00000183309	8
EPHA10_IL2407314	ENSG00000183317	1
CCDC125_IL2860614	ENSG00000183323	5
JRKL_IL3345774	ENSG00000183340	11
GBP6_IL2345816	ENSG00000183347	1
FHL3_IL2407478	ENSG00000183386	1
RIPK4_IL3933205	ENSG00000183421	21
LRIT3_IL2739289	ENSG00000183423	4
SF3A3_IL2407439	ENSG00000183431	1
SSTR3_IL3960042	ENSG00000183473	
ASB7_IL3611506	ENSG00000183475	15
GPR132_IL3581404	ENSG00000183484	14
MX2_IL3922037	ENSG00000183486	21
EP400NL_IL3438772	ENSG00000183495	12
MEX3B_IL3635737	ENSG00000183496	15
FAM46C_IL2353988	ENSG00000183508	1
UTP11L_IL2330899	ENSG00000183520	1
PSMG1_IL3932131	ENSG00000183527	21
SERHL2_IL3947460	ENSG00000183569	22
PCBP3_IL3924254	ENSG00000183570	21
SETD3_IL3579205	ENSG00000183576	14
SFXN4_IL3309345	ENSG00000183605	10
FAM167B_IL2328837	ENSG00000183615	1
MRPL54_IL3817167	ENSG00000183617	19
ZNF438_IL3283613	ENSG00000183621	10
CCR3_IL2620813	ENSG00000183625	3
DGCR6L_IL3953196	ENSG00000183628	22
ZNF530_IL3843386	ENSG00000183647	19
NDUFB1_IL3576937	ENSG00000183648	14
KLHL25_IL3637367	ENSG00000183655	15
FAM19A1_IL2628482	ENSG00000183662	3
TRMT12_IL3114600	ENSG00000183665	8
ANAPC11_IL3738280	ENSG00000183684	17
NOG_IL3727928	ENSG00000183691	17
UPP1_IL3000953	ENSG00000183696	7
TRIM52_IL2891092	ENSG00000183718	5
LHFP_IL3510450	ENSG00000183722	13
CMTM4_IL3695157	ENSG00000183723	16
ASCL2_IL3359224	ENSG00000183734	11
TBK1_IL3419849	ENSG00000183735	12
CBX6_IL3960930	ENSG00000183741	22
MACC1_IL3040518	ENSG00000183742	7
TBL3_IL3644249	ENSG00000183751	16
KREMEN1_IL3941793	ENSG00000183762	22
TRAIP_IL2674808	ENSG00000183763	3
HSCB_IL3941623	ENSG00000183765	22
AIFM3_IL3937814	ENSG00000183773	22
ZNF703_IL3094157	ENSG00000183779	8
SLC35F3_IL2385967	ENSG00000183780	1
C9orf66_IL3196034	ENSG00000183784	9
TUBA8_IL3936515	ENSG00000183785	22
OLFML1_IL3319119	ENSG00000183801	11
RBM12B_IL3144760	ENSG00000183808	8
CCR4_IL2616131	ENSG00000183813	3
LIN9_IL2458742	ENSG00000183814	1
BTBD9_IL2952497	ENSG00000183826	6
NUDT14_IL3581485	ENSG00000183828	14
FAM3B_IL3921992	ENSG00000183844	21
IQGAP3_IL2438282	ENSG00000183856	1
TOB2_IL3961932	ENSG00000183864	22
SCN10A_IL2669732	ENSG00000183873	3
DNAH2_IL3709010	ENSG00000183914	17
HEBP1_IL3445123	ENSG00000183935	12
KCNH8_IL2613293	ENSG00000183960	3
SMTN_IL3942681	ENSG00000183963	22
ST6GALNAC3_IL2342738	ENSG00000184005	1
PTP4A2_IL2404819	ENSG00000184007	1
ACTG1_IL3773932	ENSG00000184009	17
DENND5A_IL3362263	ENSG00000184014	11
VPS33B_IL3639070	ENSG00000184056	15
ADAP2_IL3716950	ENSG00000184060	17
UQCR10_IL3942161	ENSG00000184076	22
TREML4_IL2906720	ENSG00000184106	6
CLDN5_IL3952762	ENSG00000184113	22
NIPSNAP1_IL3956909	ENSG00000184117	22
LRTOMT_IL3339311	ENSG00000184154	11
NR2C2AP_IL3855596	ENSG00000184162	19
CRELD2_IL3950452	ENSG00000184164	22
SCFD2_IL2769182	ENSG00000184178	4
UBE2F_IL2534564	ENSG00000184182	2
C22orf46_IL3947011	ENSG00000184208	22
SNRNP35_IL4052378	ENSG00000184209	12
OLIG1_IL3918429	ENSG00000184221	21
PCDH9_IL3516639	ENSG00000184226	13
ACOT1_IL3543673	ENSG00000184227	14
OAF_IL3352404	ENSG00000184232	11
HIST2H2AB_IL2434129	ENSG00000184260	1
TM2D3_IL3642358	ENSG00000184277	15
TSSC4_IL3317338	ENSG00000184281	11
TACSTD2_IL2414958	ENSG00000184292	1
CLECL1_IL3443857	ENSG00000184293	12
PRKD1_IL3559192	ENSG00000184304	14
ZDHHC23_IL2636695	ENSG00000184307	3
